AromaSense Herbal Analysis Data
Sample Name,jahe
Herbal Type,jahe
Export Date,2025-11-28T16:04:32.320302
Analysis Mode,Auto FSM
Total Data Points,7301
Final Duration,1825.00 s

Time (s),NO2 Sensor,Ethanol Sensor,VOC Sensor,CO Sensor,MiCS CO,MiCS Ethanol,MiCS VOC
35.500,0.98,0.86,0.42,0.05,2.44,1.58,0.69
35.750,0.98,0.86,0.42,0.05,2.44,1.58,0.69
36.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
36.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
36.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
36.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
37.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
37.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
37.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
37.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
38.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
38.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
38.500,0.98,0.86,0.42,0.05,2.65,1.76,0.76
38.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
39.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
39.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
39.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
39.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
40.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
40.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
40.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
40.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
41.000,0.98,0.86,0.42,0.05,2.65,1.76,0.76
41.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
41.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
41.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
42.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
42.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
42.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
42.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
43.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
43.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
43.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
43.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
44.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
44.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
44.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
44.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
45.000,0.98,0.86,0.42,0.05,2.58,1.70,0.74
45.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
45.500,0.98,0.86,0.42,0.05,2.58,1.70,0.74
45.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
46.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
46.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
46.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
46.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
47.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
47.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
47.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
47.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
48.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
48.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
48.500,0.98,0.86,0.42,0.05,2.58,1.70,0.74
48.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
49.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
49.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
49.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
49.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
50.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
50.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
50.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
50.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
51.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
51.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
51.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
51.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
52.000,0.98,0.86,0.42,0.05,2.58,1.70,0.74
52.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
52.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
52.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
53.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
53.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
53.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
53.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
54.000,0.98,0.86,0.42,0.05,2.31,1.47,0.65
54.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
54.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
54.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
55.000,0.98,0.86,0.42,0.05,2.58,1.70,0.74
55.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
55.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
55.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
56.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
56.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
56.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
56.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
57.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
57.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
57.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
57.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
58.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
58.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
58.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
58.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
59.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
59.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
59.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
59.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
60.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
60.250,0.98,0.86,0.42,0.05,2.51,1.64,0.71
60.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
60.750,0.98,0.86,0.42,0.05,2.51,1.64,0.71
61.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
61.250,0.98,0.86,0.42,0.05,2.58,1.70,0.74
61.500,0.98,0.86,0.42,0.05,2.58,1.70,0.74
61.750,0.98,0.86,0.43,0.05,2.51,1.64,0.71
62.000,0.98,0.86,0.42,0.05,2.51,1.64,0.71
62.250,0.98,0.86,0.42,0.05,2.58,1.70,0.74
62.500,0.98,0.86,0.42,0.05,2.51,1.64,0.71
62.750,0.98,0.86,0.43,0.05,2.51,1.64,0.71
63.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
63.250,0.98,0.86,0.43,0.05,2.72,1.82,0.78
63.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
63.750,0.98,0.86,0.43,0.05,2.38,1.53,0.67
64.000,0.98,0.86,0.43,0.05,2.38,1.53,0.67
64.250,0.98,0.86,0.43,0.05,2.51,1.64,0.71
64.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
64.750,0.98,0.86,0.43,0.05,2.51,1.64,0.71
65.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
65.250,0.98,0.86,0.43,0.05,2.65,1.76,0.76
65.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
65.750,0.98,0.86,0.43,0.05,2.51,1.64,0.71
66.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
66.250,0.98,0.86,0.43,0.05,2.51,1.64,0.71
66.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
66.750,0.98,0.86,0.43,0.05,2.51,1.64,0.71
67.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
67.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
67.500,0.98,0.86,0.43,0.05,2.58,1.70,0.74
67.750,0.98,0.86,0.43,0.05,2.51,1.64,0.71
68.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
68.250,0.98,0.86,0.43,0.05,2.51,1.64,0.71
68.500,0.98,0.86,0.43,0.05,2.58,1.70,0.74
68.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
69.000,0.98,0.86,0.43,0.05,2.58,1.70,0.74
69.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
69.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
69.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
70.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
70.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
70.500,0.98,0.86,0.43,0.05,2.58,1.70,0.74
70.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
71.000,0.99,0.86,0.43,0.05,2.51,1.64,0.71
71.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
71.500,0.99,0.86,0.43,0.05,2.51,1.64,0.71
71.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
72.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
72.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
72.500,0.98,0.86,0.43,0.05,2.58,1.70,0.74
72.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
73.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
73.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
73.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
73.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
74.000,0.98,0.86,0.43,0.05,2.51,1.64,0.71
74.250,0.99,0.86,0.43,0.05,2.51,1.64,0.71
74.500,0.98,0.86,0.43,0.05,2.58,1.70,0.74
74.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
75.000,0.98,0.86,0.43,0.05,2.58,1.70,0.74
75.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
75.500,0.98,0.86,0.43,0.05,2.51,1.64,0.71
75.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
76.000,0.98,0.86,0.43,0.05,2.58,1.70,0.74
76.250,0.98,0.86,0.43,0.05,2.51,1.64,0.71
76.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
76.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
77.000,0.98,0.86,0.43,0.05,2.58,1.70,0.74
77.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
77.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
77.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
78.000,0.98,0.86,0.43,0.05,2.58,1.70,0.74
78.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
78.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
78.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
79.000,0.98,0.86,0.43,0.05,2.58,1.70,0.74
79.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
79.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
79.750,0.99,0.86,0.43,0.05,2.51,1.64,0.71
80.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
80.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
80.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
80.750,0.98,0.86,0.43,0.05,2.58,1.70,0.74
81.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
81.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
81.500,0.98,0.86,0.43,0.05,2.58,1.70,0.74
81.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
82.000,0.99,0.86,0.43,0.05,2.51,1.64,0.71
82.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
82.500,0.99,0.86,0.43,0.05,2.51,1.64,0.71
82.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
83.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
83.250,0.98,0.86,0.43,0.05,2.58,1.70,0.74
83.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
83.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
84.000,0.99,0.86,0.43,0.05,2.72,1.82,0.78
84.250,0.99,0.86,0.43,0.05,2.86,1.95,0.83
84.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
84.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
85.000,0.99,0.86,0.43,0.05,2.65,1.76,0.76
85.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
85.500,0.99,0.86,0.43,0.05,2.51,1.64,0.71
85.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
86.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
86.250,0.99,0.86,0.43,0.05,2.65,1.76,0.76
86.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
86.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
87.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
87.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
87.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
87.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
88.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
88.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
88.500,0.99,0.86,0.43,0.05,2.51,1.64,0.71
88.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
89.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
89.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
89.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
89.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
90.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
90.250,0.99,0.86,0.43,0.05,2.51,1.64,0.71
90.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
90.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
91.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
91.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
91.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
91.750,0.99,0.86,0.43,0.05,2.72,1.82,0.78
92.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
92.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
92.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
92.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
93.000,0.99,0.86,0.43,0.05,2.72,1.82,0.78
93.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
93.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
93.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
94.000,0.99,0.86,0.44,0.05,2.51,1.64,0.71
94.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
94.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
94.750,0.99,0.86,0.43,0.05,2.58,1.70,0.74
95.000,0.99,0.86,0.43,0.05,2.58,1.70,0.74
95.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
95.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
95.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
96.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
96.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
96.500,0.99,0.86,0.44,0.05,2.58,1.70,0.74
96.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
97.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
97.250,0.99,0.86,0.43,0.05,2.58,1.70,0.74
97.500,0.99,0.86,0.43,0.05,2.58,1.70,0.74
97.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
98.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
98.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
98.500,0.99,0.86,0.44,0.05,2.58,1.70,0.74
98.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
99.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
99.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
99.500,0.99,0.86,0.44,0.05,2.38,1.53,0.67
99.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
100.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
100.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
100.500,0.99,0.86,0.44,0.05,2.58,1.70,0.74
100.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
101.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
101.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
101.500,0.99,0.86,0.44,0.05,2.65,1.76,0.76
101.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
102.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
102.250,0.99,0.86,0.44,0.05,2.65,1.76,0.76
102.500,0.99,0.86,0.44,0.05,2.58,1.70,0.74
102.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
103.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
103.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
103.500,0.99,0.86,0.44,0.05,2.58,1.70,0.74
103.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
104.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
104.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
104.500,0.99,0.86,0.44,0.05,2.58,1.70,0.74
104.750,0.99,0.86,0.44,0.05,2.51,1.64,0.71
105.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
105.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
105.500,0.99,0.86,0.44,0.05,2.38,1.53,0.67
105.750,0.99,0.86,0.44,0.05,2.58,1.70,0.74
106.000,0.99,0.86,0.44,0.05,2.58,1.70,0.74
106.250,0.99,0.86,0.44,0.05,2.58,1.70,0.74
106.500,0.99,0.86,0.44,0.05,2.51,1.64,0.71
